date,weightclass,fighter,rank
2026-06-24,Lightweight,Movsar Evloev,1
2026-06-24,Lightweight,Diego Lopes,2
2026-06-24,Lightweight,Lerone Murphy,3
2026-06-24,Lightweight,Aljamain Sterling,4
2026-06-24,Lightweight,Yair Rodriguez,5
2026-06-24,Lightweight,Jean Silva,6
2026-06-24,Lightweight,Arnold Allen,7
2026-06-24,Lightweight,Youssef Zalal,8
2026-06-24,Lightweight,Kevin Vallejos,9
2026-06-24,Lightweight,Steve Garcia,10
2026-06-24,Lightweight,Brian Ortega,11
2026-06-24,Lightweight,Aaron Pico,12
2026-06-24,Lightweight,Melquizael Costa,13
2026-06-24,Lightweight,David Onama,14
2026-06-24,Lightweight,Josh Emmett,15
2026-06-24,Welterweight,Justin Gaethje,0
2026-06-24,Welterweight,Ilia Topuria,1
2026-06-24,Welterweight,Arman Tsarukyan,2
2026-06-24,Welterweight,Charles Oliveira,3
2026-06-24,Welterweight,Max Holloway,4
2026-06-24,Welterweight,Benoît Saint Denis,5
2026-06-24,Welterweight,Paddy Pimblett,6
2026-06-24,Welterweight,Mauricio Ruffy,7
2026-06-24,Welterweight,Mateusz Gamrot,8
2026-06-24,Welterweight,Dan Hooker,9
2026-06-24,Welterweight,Renato Moicano,10
2026-06-24,Welterweight,Rafael Fiziev,11
2026-06-24,Welterweight,Quillan Salkilld,12
2026-06-24,Welterweight,Tom Nolan,13
2026-06-24,Welterweight,Beneil Dariush,14
2026-06-24,Welterweight,Manuel Torres,15
2026-06-24,Middleweight,Islam Makhachev,0
2026-06-24,Middleweight,Ian Machado Garry,1
2026-06-24,Middleweight,Carlos Prates,2
2026-06-24,Middleweight,Michael Morales,3
2026-06-24,Middleweight,Jack Della Maddalena,4
2026-06-24,Middleweight,Gabriel Bonfim,5
2026-06-24,Middleweight,Sean Brady,6
2026-06-24,Middleweight,Belal Muhammad,7
2026-06-24,Middleweight,Leon Edwards,8
2026-06-24,Middleweight,Kamaru Usman,9
2026-06-24,Middleweight,Joaquin Buckley,10
2026-06-24,Middleweight,Yaroslav Amosov,11
2026-06-24,Middleweight,Mike Malott,12
2026-06-24,Middleweight,Michael Venom Page,13
2026-06-24,Middleweight,Uroš Medić,14
2026-06-24,Middleweight,Daniel Rodriguez,15
2026-06-24,Light Heavyweight,Sean Strickland,0
2026-06-24,Light Heavyweight,Khamzat Chimaev,1
2026-06-24,Light Heavyweight,Dricus Du Plessis,2
2026-06-24,Light Heavyweight,Nassourdine Imavov,3
2026-06-24,Light Heavyweight,Brendan Allen,4
2026-06-24,Light Heavyweight,Caio Borralho,5
2026-06-24,Light Heavyweight,Anthony Hernandez,6
2026-06-24,Light Heavyweight,Joe Pyfer,7
2026-06-24,Light Heavyweight,Reinier de Ridder,8
2026-06-24,Light Heavyweight,Israel Adesanya,9
2026-06-24,Light Heavyweight,Robert Whittaker,10
2026-06-24,Light Heavyweight,Jared Cannonier,11
2026-06-24,Light Heavyweight,Gregory Rodrigues,12
2026-06-24,Light Heavyweight,Christian Leroy Duncan,13
2026-06-24,Light Heavyweight,Roman Dolidze,14
2026-06-24,Light Heavyweight,Bo Nickal,15
2026-06-24,Heavyweight,Carlos Ulberg,0
2026-06-24,Heavyweight,Magomed Ankalaev,1
2026-06-24,Heavyweight,Jiří Procházka,2
2026-06-24,Heavyweight,Alex Pereira,3
2026-06-24,Heavyweight,Jan Błachowicz,4
2026-06-24,Heavyweight,Khalil Rountree Jr.,5
2026-06-24,Heavyweight,Jamahal Hill,6
2026-06-24,Heavyweight,Paulo Costa,7
2026-06-24,Heavyweight,Azamat Murzakanov,8
2026-06-24,Heavyweight,Volkan Oezdemir,9
2026-06-24,Heavyweight,Bogdan Guskov,10
2026-06-24,Heavyweight,Dominick Reyes,11
2026-06-24,Heavyweight,Nikita Krylov,12
2026-06-24,Heavyweight,Johnny Walker,13
2026-06-24,Heavyweight,Alonzo Menifield,14
2026-06-24,Heavyweight,Aleksandar Rakić,15
2026-06-24,Women's Strawweight,Tom Aspinall,0
2026-06-24,Women's Strawweight,Ciryl Gane,1
2026-06-24,Women's Strawweight,Alexander Volkov,2
2026-06-24,Women's Strawweight,Sergei Pavlovich,3
2026-06-24,Women's Strawweight,Josh Hokit,4
2026-06-24,Women's Strawweight,Waldo Cortes Acosta,5
2026-06-24,Women's Strawweight,Serghei Spivac,6
2026-06-24,Women's Strawweight,Curtis Blaydes,7
2026-06-24,Women's Strawweight,Rizvan Kuniev,8
2026-06-24,Women's Strawweight,Tyrell Fortune,9
2026-06-24,Women's Strawweight,Ante Delija,10
2026-06-24,Women's Strawweight,Derrick Lewis,11
2026-06-24,Women's Strawweight,Marcin Tybura,12
2026-06-24,Women's Strawweight,Brando Peričić,13
2026-06-24,Women's Strawweight,Valter Walker,14
2026-06-24,Women's Strawweight,Mick Parkin,15
2026-06-24,Women's Flyweight,Valentina Shevchenko,0
2026-06-24,Women's Flyweight,Valentina Shevchenko,1
2026-06-24,Women's Flyweight,Kayla Harrison,2
2026-06-24,Women's Flyweight,Zhang Weili,3
2026-06-24,Women's Flyweight,Natalia Silva,4
2026-06-24,Women's Flyweight,Manon Fiorot,5
2026-06-24,Women's Flyweight,Mackenzie Dern,6
2026-06-24,Women's Flyweight,Alexa Grasso,7
2026-06-24,Women's Flyweight,Erin Blanchfield,8
2026-06-24,Women's Flyweight,Julianna Peña,9
2026-06-24,Women's Flyweight,Tatiana Suarez,10
2026-06-24,Women's Flyweight,Virna Jandiroba,11
2026-06-24,Women's Flyweight,Yan Xiaonan,12
2026-06-24,Women's Flyweight,Raquel Pennington,13
2026-06-24,Women's Flyweight,Rose Namajunas,14
2026-06-24,Women's Flyweight,Maycee Barber,15
2026-06-24,Women's Bantamweight,Mackenzie Dern,0
2026-06-24,Women's Bantamweight,Zhang Weili,1
2026-06-24,Women's Bantamweight,Tatiana Suarez,2
2026-06-24,Women's Bantamweight,Virna Jandiroba,3
2026-06-24,Women's Bantamweight,Yan Xiaonan,4
2026-06-24,Women's Bantamweight,Gillian Robertson,5
2026-06-24,Women's Bantamweight,Loopy Godinez,6
2026-06-24,Women's Bantamweight,Amanda Lemos,7
2026-06-24,Women's Bantamweight,Tabatha Ricci,8
2026-06-24,Women's Bantamweight,Jéssica Andrade,9
2026-06-24,Women's Bantamweight,Amanda Ribas,10
2026-06-24,Women's Bantamweight,Fatima Kline,11
2026-06-24,Women's Bantamweight,Angela Hill,12
2026-06-24,Women's Bantamweight,Denise Gomes,13
2026-06-24,Women's Bantamweight,Alexia Thainara,14
2026-06-24,Women's Bantamweight,Mizuki,15
2026-06-24,Women's Featherweight,Valentina Shevchenko,0
2026-06-24,Women's Featherweight,Natalia Silva,1
2026-06-24,Women's Featherweight,Manon Fiorot,2
2026-06-24,Women's Featherweight,Alexa Grasso,3
2026-06-24,Women's Featherweight,Erin Blanchfield,4
2026-06-24,Women's Featherweight,Rose Namajunas,5
2026-06-24,Women's Featherweight,Maycee Barber,6
2026-06-24,Women's Featherweight,Jasmine Jasudavicius,7
2026-06-24,Women's Featherweight,Tracy Cortez,8
2026-06-24,Women's Featherweight,Miranda Maverick,9
2026-06-24,Women's Featherweight,Karine Silva,10
2026-06-24,Women's Featherweight,Casey O'Neill,11
2026-06-24,Women's Featherweight,Wang Cong,12
2026-06-24,Women's Featherweight,Eduarda Moura,13
2026-06-24,Women's Featherweight,JJ Aldrich,14
2026-06-24,Women's Featherweight,Gabriella Fernandes,15
2026-06-24,Pound-for-Pound,Kayla Harrison,0
2026-06-24,Pound-for-Pound,Julianna Peña,1
2026-06-24,Pound-for-Pound,Raquel Pennington,2
2026-06-24,Pound-for-Pound,Joselyne Edwards,3
2026-06-24,Pound-for-Pound,Norma Dumont,4
2026-06-24,Pound-for-Pound,Ailin Perez,5
2026-06-24,Pound-for-Pound,Irene Aldana,6
2026-06-24,Pound-for-Pound,Yana Santos,7
2026-06-24,Pound-for-Pound,Macy Chiasson,8
2026-06-24,Pound-for-Pound,Luana Santos,9
2026-06-24,Pound-for-Pound,Jacqueline Cavalcanti,10
2026-06-24,Pound-for-Pound,Karol Rosa,11
2026-06-24,Pound-for-Pound,Bia Mesquita,12
2026-06-24,Pound-for-Pound,Nora Cornolle,13
2026-06-24,Pound-for-Pound,Michelle Montague,14
2026-06-24,Pound-for-Pound,Miesha Tate,15
2026-06-24,Women's Pound-for-Pound,Joshua Van,0
2026-06-24,Women's Pound-for-Pound,Alexandre Pantoja,1
2026-06-24,Women's Pound-for-Pound,Manel Kape,2
2026-06-24,Women's Pound-for-Pound,Tatsuro Taira,3
2026-06-24,Women's Pound-for-Pound,Brandon Royval,4
2026-06-24,Women's Pound-for-Pound,Lone’er Kavanagh,5
2026-06-24,Women's Pound-for-Pound,Kyoji Horiguchi,6
2026-06-24,Women's Pound-for-Pound,Asu Almabayev,7
2026-06-24,Women's Pound-for-Pound,Amir Albazi,8
2026-06-24,Women's Pound-for-Pound,Brandon Moreno,9
2026-06-24,Women's Pound-for-Pound,Kevin Borjas,10
2026-06-24,Women's Pound-for-Pound,Mitch Raposo,11
2026-06-24,Women's Pound-for-Pound,Sumudaerji,12
2026-06-24,Women's Pound-for-Pound,Steve Erceg,13
2026-06-24,Women's Pound-for-Pound,Alex Perez,14
2026-06-24,Women's Pound-for-Pound,Charles Johnson,15
2026-07-01,Flyweight,Islam Makhachev,0
2026-07-01,Flyweight,Islam Makhachev,1
2026-07-01,Flyweight,Alexander Volkanovski,2
2026-07-01,Flyweight,Petr Yan,3
2026-07-01,Flyweight,Justin Gaethje,4
2026-07-01,Flyweight,Ilia Topuria,5
2026-07-01,Flyweight,Tom Aspinall,6
2026-07-01,Flyweight,Sean Strickland,7
2026-07-01,Flyweight,Alex Pereira,8
2026-07-01,Flyweight,Merab Dvalishvili,9
2026-07-01,Flyweight,Ciryl Gane,10
2026-07-01,Flyweight,Joshua Van,11
2026-07-01,Flyweight,Khamzat Chimaev,12
2026-07-01,Flyweight,Alexandre Pantoja,13
2026-07-01,Flyweight,Arman Tsarukyan,14
2026-07-01,Flyweight,Charles Oliveira,15
2026-07-01,Bantamweight,Joshua Van,0
2026-07-01,Bantamweight,Alexandre Pantoja,1
2026-07-01,Bantamweight,Manel Kape,2
2026-07-01,Bantamweight,Tatsuro Taira,3
2026-07-01,Bantamweight,Brandon Royval,4
2026-07-01,Bantamweight,Kyoji Horiguchi,5
2026-07-01,Bantamweight,Lone’er Kavanagh,6
2026-07-01,Bantamweight,Asu Almabayev,7
2026-07-01,Bantamweight,Amir Albazi,8
2026-07-01,Bantamweight,Brandon Moreno,9
2026-07-01,Bantamweight,Steve Erceg,10
2026-07-01,Bantamweight,Alex Perez,11
2026-07-01,Bantamweight,Tim Elliott,12
2026-07-01,Bantamweight,Tagir Ulanbekov,13
2026-07-01,Bantamweight,Charles Johnson,14
2026-07-01,Bantamweight,Edgar Chairez,15
2026-07-01,Featherweight,Petr Yan,0
2026-07-01,Featherweight,Merab Dvalishvili,1
2026-07-01,Featherweight,Sean O'Malley,2
2026-07-01,Featherweight,Umar Nurmagomedov,3
2026-07-01,Featherweight,Cory Sandhagen,4
2026-07-01,Featherweight,Song Yadong,5
2026-07-01,Featherweight,Aiemann Zahabi,6
2026-07-01,Featherweight,Mario Bautista,7
2026-07-01,Featherweight,David Martinez,8
2026-07-01,Featherweight,Deiveson Figueiredo,9
2026-07-01,Featherweight,Marlon Vera,10
2026-07-01,Featherweight,Payton Talbott,11
2026-07-01,Featherweight,Raul Rosas Jr.,12
2026-07-01,Featherweight,Raoni Barcelos,13
2026-07-01,Featherweight,Marcus McGhee,14
2026-07-01,Featherweight,Farid Basharat,15
2026-07-01,Lightweight,Alexander Volkanovski,0
2026-07-01,Lightweight,Movsar Evloev,1
2026-07-01,Lightweight,Diego Lopes,2
2026-07-01,Lightweight,Lerone Murphy,3
2026-07-01,Lightweight,Aljamain Sterling,4
2026-07-01,Lightweight,Yair Rodriguez,5
2026-07-01,Lightweight,Jean Silva,6
2026-07-01,Lightweight,Arnold Allen,7
2026-07-01,Lightweight,Youssef Zalal,8
2026-07-01,Lightweight,Kevin Vallejos,9
2026-07-01,Lightweight,Steve Garcia,10
2026-07-01,Lightweight,Brian Ortega,11
2026-07-01,Lightweight,Aaron Pico,12
2026-07-01,Lightweight,Melquizael Costa,13
2026-07-01,Lightweight,David Onama,14
2026-07-01,Lightweight,Patricio Pitbull,15
2026-07-01,Welterweight,Justin Gaethje,0
2026-07-01,Welterweight,Ilia Topuria,1
2026-07-01,Welterweight,Arman Tsarukyan,2
2026-07-01,Welterweight,Charles Oliveira,3
2026-07-01,Welterweight,Max Holloway,4
2026-07-01,Welterweight,Benoît Saint Denis,5
2026-07-01,Welterweight,Paddy Pimblett,6
2026-07-01,Welterweight,Mauricio Ruffy,7
2026-07-01,Welterweight,Mateusz Gamrot,8
2026-07-01,Welterweight,Dan Hooker,9
2026-07-01,Welterweight,Rafael Fiziev,10
2026-07-01,Welterweight,Renato Moicano,10
2026-07-01,Welterweight,Quillan Salkilld,12
2026-07-01,Welterweight,Tom Nolan,13
2026-07-01,Welterweight,Beneil Dariush,14
2026-07-01,Welterweight,Manuel Torres,15
2026-07-01,Middleweight,Islam Makhachev,0
2026-07-01,Middleweight,Ian Machado Garry,1
2026-07-01,Middleweight,Carlos Prates,2
2026-07-01,Middleweight,Michael Morales,3
2026-07-01,Middleweight,Jack Della Maddalena,4
2026-07-01,Middleweight,Gabriel Bonfim,5
2026-07-01,Middleweight,Sean Brady,6
2026-07-01,Middleweight,Belal Muhammad,7
2026-07-01,Middleweight,Leon Edwards,8
2026-07-01,Middleweight,Kamaru Usman,9
2026-07-01,Middleweight,Joaquin Buckley,10
2026-07-01,Middleweight,Yaroslav Amosov,11
2026-07-01,Middleweight,Mike Malott,12
2026-07-01,Middleweight,Michael Venom Page,13
2026-07-01,Middleweight,Uroš Medić,14
2026-07-01,Middleweight,Daniel Rodriguez,15
2026-07-01,Light Heavyweight,Sean Strickland,0
2026-07-01,Light Heavyweight,Khamzat Chimaev,1
2026-07-01,Light Heavyweight,Dricus Du Plessis,2
2026-07-01,Light Heavyweight,Nassourdine Imavov,3
2026-07-01,Light Heavyweight,Brendan Allen,4
2026-07-01,Light Heavyweight,Caio Borralho,5
2026-07-01,Light Heavyweight,Anthony Hernandez,6
2026-07-01,Light Heavyweight,Joe Pyfer,7
2026-07-01,Light Heavyweight,Reinier de Ridder,8
2026-07-01,Light Heavyweight,Israel Adesanya,9
2026-07-01,Light Heavyweight,Robert Whittaker,10
2026-07-01,Light Heavyweight,Jared Cannonier,11
2026-07-01,Light Heavyweight,Gregory Rodrigues,12
2026-07-01,Light Heavyweight,Christian Leroy Duncan,13
2026-07-01,Light Heavyweight,Roman Dolidze,14
2026-07-01,Light Heavyweight,Ikram Aliskerov,15
2026-07-01,Light Heavyweight,Bo Nickal,15
2026-07-01,Heavyweight,Carlos Ulberg,0
2026-07-01,Heavyweight,Magomed Ankalaev,1
2026-07-01,Heavyweight,Jiří Procházka,2
2026-07-01,Heavyweight,Alex Pereira,3
2026-07-01,Heavyweight,Jan Błachowicz,4
2026-07-01,Heavyweight,Khalil Rountree Jr.,5
2026-07-01,Heavyweight,Jamahal Hill,6
2026-07-01,Heavyweight,Azamat Murzakanov,7
2026-07-01,Heavyweight,Paulo Costa,7
2026-07-01,Heavyweight,Volkan Oezdemir,9
2026-07-01,Heavyweight,Bogdan Guskov,10
2026-07-01,Heavyweight,Dominick Reyes,11
2026-07-01,Heavyweight,Nikita Krylov,12
2026-07-01,Heavyweight,Johnny Walker,13
2026-07-01,Heavyweight,Aleksandar Rakić,14
2026-07-01,Heavyweight,Alonzo Menifield,15
2026-07-01,Women's Strawweight,Tom Aspinall,0
2026-07-01,Women's Strawweight,Ciryl Gane,1
2026-07-01,Women's Strawweight,Alexander Volkov,2
2026-07-01,Women's Strawweight,Sergei Pavlovich,3
2026-07-01,Women's Strawweight,Josh Hokit,4
2026-07-01,Women's Strawweight,Waldo Cortes Acosta,5
2026-07-01,Women's Strawweight,Serghei Spivac,6
2026-07-01,Women's Strawweight,Curtis Blaydes,7
2026-07-01,Women's Strawweight,Rizvan Kuniev,8
2026-07-01,Women's Strawweight,Tyrell Fortune,9
2026-07-01,Women's Strawweight,Ante Delija,10
2026-07-01,Women's Strawweight,Derrick Lewis,11
2026-07-01,Women's Strawweight,Marcin Tybura,12
2026-07-01,Women's Strawweight,Brando Peričić,13
2026-07-01,Women's Strawweight,Valter Walker,14
2026-07-01,Women's Strawweight,Mick Parkin,15
2026-07-01,Women's Flyweight,Valentina Shevchenko,0
2026-07-01,Women's Flyweight,Valentina Shevchenko,1
2026-07-01,Women's Flyweight,Kayla Harrison,2
2026-07-01,Women's Flyweight,Zhang Weili,3
2026-07-01,Women's Flyweight,Natalia Silva,4
2026-07-01,Women's Flyweight,Manon Fiorot,5
2026-07-01,Women's Flyweight,Mackenzie Dern,6
2026-07-01,Women's Flyweight,Alexa Grasso,7
2026-07-01,Women's Flyweight,Erin Blanchfield,8
2026-07-01,Women's Flyweight,Julianna Peña,9
2026-07-01,Women's Flyweight,Tatiana Suarez,10
2026-07-01,Women's Flyweight,Virna Jandiroba,11
2026-07-01,Women's Flyweight,Yan Xiaonan,12
2026-07-01,Women's Flyweight,Raquel Pennington,13
2026-07-01,Women's Flyweight,Rose Namajunas,14
2026-07-01,Women's Flyweight,Maycee Barber,15
2026-07-01,Women's Bantamweight,Mackenzie Dern,0
2026-07-01,Women's Bantamweight,Zhang Weili,1
2026-07-01,Women's Bantamweight,Tatiana Suarez,2
2026-07-01,Women's Bantamweight,Virna Jandiroba,3
2026-07-01,Women's Bantamweight,Yan Xiaonan,4
2026-07-01,Women's Bantamweight,Gillian Robertson,5
2026-07-01,Women's Bantamweight,Loopy Godinez,6
2026-07-01,Women's Bantamweight,Amanda Lemos,7
2026-07-01,Women's Bantamweight,Tabatha Ricci,8
2026-07-01,Women's Bantamweight,Jéssica Andrade,9
2026-07-01,Women's Bantamweight,Amanda Ribas,10
2026-07-01,Women's Bantamweight,Fatima Kline,11
2026-07-01,Women's Bantamweight,Angela Hill,12
2026-07-01,Women's Bantamweight,Denise Gomes,13
2026-07-01,Women's Bantamweight,Alexia Thainara,14
2026-07-01,Women's Bantamweight,Mizuki,15
2026-07-01,Women's Featherweight,Valentina Shevchenko,0
2026-07-01,Women's Featherweight,Natalia Silva,1
2026-07-01,Women's Featherweight,Manon Fiorot,2
2026-07-01,Women's Featherweight,Alexa Grasso,3
2026-07-01,Women's Featherweight,Erin Blanchfield,4
2026-07-01,Women's Featherweight,Rose Namajunas,5
2026-07-01,Women's Featherweight,Maycee Barber,6
2026-07-01,Women's Featherweight,Jasmine Jasudavicius,7
2026-07-01,Women's Featherweight,Tracy Cortez,8
2026-07-01,Women's Featherweight,Miranda Maverick,9
2026-07-01,Women's Featherweight,Karine Silva,10
2026-07-01,Women's Featherweight,Casey O'Neill,11
2026-07-01,Women's Featherweight,Wang Cong,12
2026-07-01,Women's Featherweight,Eduarda Moura,13
2026-07-01,Women's Featherweight,JJ Aldrich,14
2026-07-01,Women's Featherweight,Gabriella Fernandes,15
2026-07-01,Pound-for-Pound,Kayla Harrison,0
2026-07-01,Pound-for-Pound,Julianna Peña,1
2026-07-01,Pound-for-Pound,Raquel Pennington,2
2026-07-01,Pound-for-Pound,Joselyne Edwards,3
2026-07-01,Pound-for-Pound,Norma Dumont,4
2026-07-01,Pound-for-Pound,Ailin Perez,5
2026-07-01,Pound-for-Pound,Yana Santos,6
2026-07-01,Pound-for-Pound,Irene Aldana,7
2026-07-01,Pound-for-Pound,Macy Chiasson,8
2026-07-01,Pound-for-Pound,Luana Santos,9
2026-07-01,Pound-for-Pound,Jacqueline Cavalcanti,10
2026-07-01,Pound-for-Pound,Karol Rosa,11
2026-07-01,Pound-for-Pound,Bia Mesquita,12
2026-07-01,Pound-for-Pound,Nora Cornolle,13
2026-07-01,Pound-for-Pound,Michelle Montague,14
2026-07-01,Pound-for-Pound,Miesha Tate,15
2026-07-01,Women's Pound-for-Pound,Joshua Van,0
2026-07-01,Women's Pound-for-Pound,Alexandre Pantoja,1
2026-07-01,Women's Pound-for-Pound,Manel Kape,2
2026-07-01,Women's Pound-for-Pound,Tatsuro Taira,3
2026-07-01,Women's Pound-for-Pound,Brandon Royval,4
2026-07-01,Women's Pound-for-Pound,Lone’er Kavanagh,5
2026-07-01,Women's Pound-for-Pound,Asu Almabayev,6
2026-07-01,Women's Pound-for-Pound,Kyoji Horiguchi,7
2026-07-01,Women's Pound-for-Pound,Amir Albazi,8
2026-07-01,Women's Pound-for-Pound,Brandon Moreno,9
2026-07-01,Women's Pound-for-Pound,Kevin Borjas,10
2026-07-01,Women's Pound-for-Pound,Mitch Raposo,11
2026-07-01,Women's Pound-for-Pound,Sumudaerji,12
2026-07-01,Women's Pound-for-Pound,Steve Erceg,13
2026-07-01,Women's Pound-for-Pound,Alex Perez,14
2026-07-01,Women's Pound-for-Pound,Joseph Morales,15
2026-07-08,Flyweight,Islam Makhachev,0
2026-07-08,Flyweight,Islam Makhachev,1
2026-07-08,Flyweight,Alexander Volkanovski,2
2026-07-08,Flyweight,Petr Yan,3
2026-07-08,Flyweight,Justin Gaethje,4
2026-07-08,Flyweight,Ilia Topuria,5
2026-07-08,Flyweight,Tom Aspinall,6
2026-07-08,Flyweight,Sean Strickland,7
2026-07-08,Flyweight,Alex Pereira,8
2026-07-08,Flyweight,Merab Dvalishvili,9
2026-07-08,Flyweight,Ciryl Gane,10
2026-07-08,Flyweight,Joshua Van,11
2026-07-08,Flyweight,Khamzat Chimaev,12
2026-07-08,Flyweight,Alexandre Pantoja,13
2026-07-08,Flyweight,Arman Tsarukyan,14
2026-07-08,Flyweight,Charles Oliveira,15
2026-07-08,Bantamweight,Joshua Van,0
2026-07-08,Bantamweight,Alexandre Pantoja,1
2026-07-08,Bantamweight,Manel Kape,2
2026-07-08,Bantamweight,Tatsuro Taira,3
2026-07-08,Bantamweight,Brandon Royval,4
2026-07-08,Bantamweight,Kyoji Horiguchi,5
2026-07-08,Bantamweight,Lone’er Kavanagh,6
2026-07-08,Bantamweight,Asu Almabayev,7
2026-07-08,Bantamweight,Amir Albazi,8
2026-07-08,Bantamweight,Brandon Moreno,9
2026-07-08,Bantamweight,Steve Erceg,10
2026-07-08,Bantamweight,Alex Perez,11
2026-07-08,Bantamweight,Tim Elliott,12
2026-07-08,Bantamweight,Tagir Ulanbekov,13
2026-07-08,Bantamweight,Charles Johnson,14
2026-07-08,Bantamweight,Edgar Chairez,15
2026-07-08,Featherweight,Petr Yan,0
2026-07-08,Featherweight,Merab Dvalishvili,1
2026-07-08,Featherweight,Sean O'Malley,2
2026-07-08,Featherweight,Umar Nurmagomedov,3
2026-07-08,Featherweight,Cory Sandhagen,4
2026-07-08,Featherweight,Song Yadong,5
2026-07-08,Featherweight,Aiemann Zahabi,6
2026-07-08,Featherweight,Mario Bautista,7
2026-07-08,Featherweight,David Martinez,8
2026-07-08,Featherweight,Deiveson Figueiredo,9
2026-07-08,Featherweight,Marlon Vera,10
2026-07-08,Featherweight,Payton Talbott,11
2026-07-08,Featherweight,Raul Rosas Jr.,12
2026-07-08,Featherweight,Raoni Barcelos,13
2026-07-08,Featherweight,Marcus McGhee,14
2026-07-08,Featherweight,Farid Basharat,15
2026-07-08,Lightweight,Alexander Volkanovski,0
2026-07-08,Lightweight,Movsar Evloev,1
2026-07-08,Lightweight,Diego Lopes,2
2026-07-08,Lightweight,Lerone Murphy,3
2026-07-08,Lightweight,Aljamain Sterling,4
2026-07-08,Lightweight,Yair Rodriguez,5
2026-07-08,Lightweight,Jean Silva,6
2026-07-08,Lightweight,Arnold Allen,7
2026-07-08,Lightweight,Youssef Zalal,8
2026-07-08,Lightweight,Kevin Vallejos,9
2026-07-08,Lightweight,Steve Garcia,10
2026-07-08,Lightweight,Brian Ortega,11
2026-07-08,Lightweight,Aaron Pico,12
2026-07-08,Lightweight,Melquizael Costa,13
2026-07-08,Lightweight,David Onama,14
2026-07-08,Lightweight,Patricio Pitbull,15
2026-07-08,Welterweight,Justin Gaethje,0
2026-07-08,Welterweight,Ilia Topuria,1
2026-07-08,Welterweight,Arman Tsarukyan,2
2026-07-08,Welterweight,Charles Oliveira,3
2026-07-08,Welterweight,Max Holloway,4
2026-07-08,Welterweight,Benoît Saint Denis,5
2026-07-08,Welterweight,Paddy Pimblett,6
2026-07-08,Welterweight,Mauricio Ruffy,7
2026-07-08,Welterweight,Mateusz Gamrot,8
2026-07-08,Welterweight,Dan Hooker,9
2026-07-08,Welterweight,Rafael Fiziev,10
2026-07-08,Welterweight,Renato Moicano,10
2026-07-08,Welterweight,Quillan Salkilld,12
2026-07-08,Welterweight,Tom Nolan,13
2026-07-08,Welterweight,Beneil Dariush,14
2026-07-08,Welterweight,Manuel Torres,15
2026-07-08,Middleweight,Islam Makhachev,0
2026-07-08,Middleweight,Ian Machado Garry,1
2026-07-08,Middleweight,Carlos Prates,2
2026-07-08,Middleweight,Michael Morales,3
2026-07-08,Middleweight,Jack Della Maddalena,4
