fighter,fight_url,event_date,career_fights_before,career_wins,career_losses,career_title_bouts,current_win_streak,current_lose_streak,longest_win_streak,career_win_by_ko,career_win_by_sub,career_win_by_dec,avg_scorecard_margin,career_avg_kd,career_avg_sig_str_landed,career_avg_sig_str_att,career_avg_sig_str_pct,career_avg_total_str_landed,career_avg_total_str_att,career_avg_td_landed,career_avg_td_att,career_avg_td_pct,career_avg_sub_att,career_avg_reversals,career_avg_ctrl_seconds,career_avg_head_landed,career_avg_head_att,career_avg_body_landed,career_avg_body_att,career_avg_leg_landed,career_avg_leg_att,career_avg_distance_landed,career_avg_distance_att,career_avg_clinch_landed,career_avg_clinch_att,career_avg_ground_landed,career_avg_ground_att,weight_class,std_career_avg_kd,std_career_avg_sig_str_landed,std_career_avg_sig_str_att,std_career_avg_sig_str_pct,std_career_avg_total_str_landed,std_career_avg_total_str_att,std_career_avg_td_landed,std_career_avg_td_att,std_career_avg_td_pct,std_career_avg_sub_att,std_career_avg_reversals,std_career_avg_ctrl_seconds,std_career_avg_head_landed,std_career_avg_head_att,std_career_avg_body_landed,std_career_avg_body_att,std_career_avg_leg_landed,std_career_avg_leg_att,std_career_avg_distance_landed,std_career_avg_distance_att,std_career_avg_clinch_landed,std_career_avg_clinch_att,std_career_avg_ground_landed,std_career_avg_ground_att,career_style,height_cms,reach_cms,age,fighter_rank_wc,fighter_rank_pfp
AJ Cunningham,http://www.ufcstats.com/fight-details/4e566db7d26df001,2024-03-02,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,177.8,180.34,29.48,,
AJ Cunningham,http://www.ufcstats.com/fight-details/29d9c5a3f2b78903,2025-03-15,1,0,1,0,0,1,0,0,0,0,,0.0,36.0,75.0,0.48,36.0,77.0,0.0,0.0,,0.0,0.0,26.0,15.0,49.0,10.0,14.0,11.0,12.0,34.0,72.0,2.0,3.0,0.0,0.0,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,177.8,180.34,30.52,,
AJ Dobson,http://www.ufcstats.com/fight-details/c16bda7548181613,2022-02-12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,185.42,193.04,30.07,15.0,
AJ Dobson,http://www.ufcstats.com/fight-details/1b204fc28bb023e6,2022-10-22,1,0,1,0,0,1,0,0,0,0,-3.0,0.0,41.0,69.0,0.59,46.0,75.0,0.0,0.0,,0.0,0.0,10.0,33.0,61.0,4.0,4.0,4.0,4.0,37.0,62.0,4.0,7.0,0.0,0.0,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,185.42,193.04,30.76,15.0,
AJ Dobson,http://www.ufcstats.com/fight-details/560a971c6ab8b854,2023-08-12,2,0,2,0,0,2,0,0,0,0,-6.0,0.0,28.0,55.5,0.47,31.5,59.5,1.0,1.0,1.0,0.0,0.0,22.0,21.0,46.5,2.5,4.5,4.5,4.5,26.0,52.0,2.0,3.5,0.0,0.0,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,185.42,193.04,31.56,15.0,
AJ Dobson,http://www.ufcstats.com/fight-details/d564e3a6c77d0c85,2024-03-23,3,1,2,0,1,0,1,0,0,1,-3.0,0.0,30.0,58.666666666666664,0.48666666666666664,33.0,62.666666666666664,1.0,1.0,1.0,0.0,0.0,19.0,16.0,41.333333333333336,5.0,8.0,9.0,9.333333333333334,27.666666666666668,54.333333333333336,1.3333333333333333,2.3333333333333335,1.0,2.0,Middleweight,-0.8140362840259088,2.7270877139070135,2.438293695706389,-0.014838466464825936,1.676371346808867,2.0223835689200587,1.2775970581846858,-0.10459986206190171,1.8744546707375072,-0.6946047932411846,-0.440292769467851,-0.820037120851475,1.536536954068792,1.8112525288785915,0.9402873955359928,1.2978322678674854,3.30282203725503,2.530970812586543,3.21313205748005,2.5884211854150645,-0.4480709349909035,-0.24146496973547385,-0.567553541254716,-0.399554302343156,Striker,185.42,193.04,32.18,15.0,
AJ Fletcher,http://www.ufcstats.com/fight-details/3b06c512abfa0494,2022-03-12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,177.8,170.18,25.06,,
AJ Fletcher,http://www.ufcstats.com/fight-details/4dac5258f22be059,2022-08-20,1,0,1,0,0,1,0,0,0,0,-3.0,0.0,6.0,9.0,0.66,22.0,29.0,1.0,2.0,0.5,2.0,1.0,271.0,4.0,7.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,4.0,5.0,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,177.8,170.18,25.5,,
AJ Fletcher,http://www.ufcstats.com/fight-details/435ba9b407b844ef,2023-02-18,2,0,2,0,0,2,0,0,0,0,-3.5,0.0,13.5,35.0,0.5,21.5,45.0,0.5,2.0,0.25,1.0,0.5,135.5,9.5,29.0,2.5,4.0,1.5,2.0,11.5,31.5,0.0,1.0,2.0,2.5,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,177.8,170.18,26.0,,
AJ Fletcher,http://www.ufcstats.com/fight-details/bf647be41de365e4,2023-09-23,3,1,2,0,1,0,1,0,1,0,-3.5,0.0,10.666666666666666,28.0,0.45,21.0,40.333333333333336,0.3333333333333333,1.3333333333333333,0.25,0.6666666666666666,0.3333333333333333,151.0,8.0,23.0,1.6666666666666667,3.0,1.0,2.0,7.666666666666667,22.666666666666668,0.0,0.6666666666666666,3.0,4.666666666666667,Welterweight,-0.932850729649274,-0.9914874983232732,-0.6166314497619096,-0.135158520847982,-0.030795817342830253,-0.07325152309723833,-0.14658112331964593,0.37244241402685047,-0.6890664183188421,2.5673607114016357,3.7417063541735405,2.4967593135725283,-0.38923775252873805,-0.3634965623240728,-0.8763663520257127,-0.7229251512422318,-1.015247128649647,-0.7089204849905327,-0.772217610412866,-0.5396861654675973,-1.2824894471244892,-1.0519677254057795,0.4086346803221098,0.5037804412061434,BJJ,177.8,170.18,26.59,,
Aalon Cruz,http://www.ufcstats.com/fight-details/0bcb04163f8d8ead,2020-02-29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,182.88,198.12,30.44,7.0,15.0
Aalon Cruz,http://www.ufcstats.com/fight-details/e2abba69c3371618,2021-03-06,1,0,1,0,0,1,0,0,0,0,,0.0,2.0,12.0,0.16,2.0,12.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,4.0,0.0,4.0,0.0,4.0,2.0,12.0,0.0,0.0,0.0,0.0,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,182.88,198.12,31.46,11.0,15.0
Aaron Phillips,http://www.ufcstats.com/fight-details/f3c42ce9fad55eb7,2020-07-15,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,175.26,180.34,30.94,,
Aaron Phillips,http://www.ufcstats.com/fight-details/119559fd8124fee3,2023-04-15,1,0,1,0,0,1,0,0,0,0,,0.0,3.0,8.0,0.37,4.0,9.0,0.0,0.0,,0.0,0.0,5.0,0.0,5.0,3.0,3.0,0.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,175.26,180.34,33.69,14.0,
Aaron Pico,http://www.ufcstats.com/fight-details/9fa6a029f7f8241c,2025-08-16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,172.72,177.8,28.9,,
Aaron Pico,http://www.ufcstats.com/fight-details/10ab34056720b6b4,2026-04-11,1,0,1,0,0,1,0,0,0,0,,0.0,13.0,29.0,0.44,13.0,30.0,2.0,3.0,0.66,0.0,0.0,121.0,7.0,23.0,5.0,5.0,1.0,1.0,7.0,21.0,3.0,5.0,3.0,3.0,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,,,,,
Abdul Rakhman Yakhyaev,http://www.ufcstats.com/fight-details/f5564a9eeebd4ea0,2025-11-22,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Light Heavyweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,187.96,198.12,24.88,,
Abdul Rakhman Yakhyaev,http://www.ufcstats.com/fight-details/ad487d1c6141d90a,2026-04-04,1,1,0,0,1,0,1,0,1,0,,1.0,6.0,10.0,0.6,11.0,16.0,1.0,1.0,1.0,1.0,0.0,24.0,6.0,10.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,6.0,Light Heavyweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,,,,,
Abdul Rakhman Yakhyaev,http://www.ufcstats.com/fight-details/48b1ee7ab45add4c,2026-06-27,2,2,0,0,2,0,2,0,1,0,,0.5,6.5,12.5,0.53,17.0,27.0,1.5,2.0,0.8300000000000001,1.0,0.0,70.0,6.0,12.0,0.5,0.5,0.0,0.0,3.0,7.5,0.0,0.0,3.5,5.0,Light Heavyweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,,,,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/bd6909a463a1de2b,2016-11-19,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,177.8,185.42,31.27,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/78e38f1ad43c3479,2017-05-28,1,1,0,0,1,0,1,1,0,0,,3.0,12.0,22.0,0.54,12.0,22.0,0.0,0.0,,0.0,0.0,7.0,12.0,22.0,0.0,0.0,0.0,0.0,7.0,16.0,2.0,2.0,3.0,4.0,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,177.8,185.42,31.79,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/6aea6d3e6944999c,2017-12-02,2,1,1,0,0,1,1,1,0,0,-7.0,1.5,10.5,26.5,0.41500000000000004,10.5,27.0,0.0,0.0,,0.0,0.0,3.5,8.5,23.0,1.0,1.5,1.0,2.0,7.5,22.5,1.5,2.0,1.5,2.0,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,177.8,185.42,32.31,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/f91709b071e8295a,2018-01-20,3,2,1,0,1,0,1,2,0,0,-7.0,1.3333333333333333,16.0,38.0,0.42333333333333334,18.333333333333332,41.333333333333336,0.3333333333333333,1.0,0.33,0.0,0.0,47.666666666666664,13.0,33.666666666666664,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.6666666666666665,11.0,31.0,4.0,5.666666666666667,1.0,1.3333333333333333,Welterweight,5.703443385439951,0.038393113300232276,0.27046016389452027,-0.4480851545784056,-0.4194932292752387,0.013993153424432005,-0.14658112331964593,0.007467835359529206,-0.39974755471783324,-0.6797030620674588,-0.5453110449652812,-0.022663897065024724,0.9438612699354952,0.8101189908535618,-1.0572887673181466,-1.2242368648077353,-0.6866860213559379,-0.4348911704253677,-0.14047396919799535,0.1711533160228676,1.3562326605831185,1.3564272983944365,-0.5157460740094909,-0.5729043732683177,Striker,177.8,185.42,32.44,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/f3bebb48771a414a,2018-09-08,4,3,1,0,2,0,2,3,0,0,-7.0,1.25,15.25,36.75,0.41500000000000004,18.75,41.5,0.25,0.75,0.33,0.0,0.0,36.25,12.5,32.5,1.0,1.5,1.75,2.75,11.0,30.25,3.5,5.5,0.75,1.0,Welterweight,5.288675003246874,-0.10643384770932317,0.15957371218746655,-0.5458747276191626,-0.3587592586607997,0.028533932844710185,-0.3537171224025569,-0.2662630986409618,-0.39974755471783324,-0.6797030620674588,-0.5453110449652812,-0.3010195259822382,0.8105513676890719,0.6817547897247582,-1.2382111826105802,-1.2869008290034234,-0.6456158829442245,-0.400637506104722,-0.14047396919799535,0.10717776268872575,1.0263923971196678,1.2761474642677624,-0.631293668300941,-0.6805728547157638,Striker,177.8,185.42,33.08,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/33d2a1dbb8a7fef5,2020-07-15,5,4,1,0,3,0,3,4,0,0,-7.0,1.2,15.2,33.6,0.47400000000000003,18.0,37.4,0.2,0.6,0.33,0.0,0.0,29.4,12.2,29.4,1.4,1.8,1.6,2.4,11.6,28.2,3.0,4.6,0.6,0.8,Welterweight,5.039813973931028,-0.11608897844329367,-0.11986014611430874,0.14647544950939942,-0.4680804057667895,-0.3291692408941383,-0.4779987218523035,-0.4305016590412565,-0.39974755471783324,-0.6797030620674588,-0.5453110449652812,-0.4680329033325663,0.7305654263412177,0.340672769582508,-1.0211042842596598,-1.174105693451185,-0.7195421320853088,-0.5445028962514337,-0.026760113779318678,-0.0676887497579287,0.6965521336562167,0.8426363599837234,-0.700622224875811,-0.7451739435842314,Striker,177.8,185.42,34.93,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/30eb24f7904c2128,2020-11-14,6,4,2,0,0,1,3,4,0,0,-7.0,1.0,19.166666666666668,41.833333333333336,0.4716666666666667,22.0,45.5,0.16666666666666666,0.5,0.33,0.0,0.0,24.5,15.166666666666666,36.166666666666664,2.0,2.3333333333333335,2.0,3.3333333333333335,16.0,37.0,2.6666666666666665,4.166666666666667,0.5,0.6666666666666666,Welterweight,4.044369856667645,0.6498847264516888,0.6105119491294853,0.11909436905798712,0.11496571213182283,0.3775126389313915,-0.560853121485468,-0.5399940326414528,-0.39974755471783324,-0.6797030620674588,-0.5453110449652812,-0.5875023265466696,1.5215375130033295,1.08518513612957,-0.695443936733279,-0.9735810080249836,-0.5224054677090836,-0.16086185586020246,0.8071414926243107,0.6829577426960024,0.4766586246805827,0.6339087912543717,-0.7468412625923911,-0.7882413361632099,Striker,177.8,185.42,35.26,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/a850ba762f3c5334,2021-04-17,7,4,3,0,0,2,3,4,0,0,-7.0,0.8571428571428571,16.714285714285715,36.142857142857146,0.5471428571428572,19.142857142857142,39.285714285714285,0.14285714285714285,0.42857142857142855,0.33,0.0,0.0,21.0,13.0,31.0,1.7142857142857142,2.0,2.0,3.142857142857143,14.0,32.0,2.2857142857142856,3.5714285714285716,0.42857142857142855,0.5714285714285714,Middleweight,3.2022675946371786,0.2693223303045591,0.3901791446662926,0.6699972029489194,-0.2446932228101196,0.07442297083481361,-0.7379545700107976,-0.6555783384773068,-0.5657195537883997,-0.6946047932411846,-0.440292769467851,-0.7681298842113935,0.812973640027934,0.7111713781249728,-0.6529340408320489,-0.8590963580969889,-0.2918382165511627,0.00020485734877395817,0.6028017570252142,0.572885937463033,0.1660774300862133,0.35416053927201363,-0.8014979496289256,-0.8178427277099086,Striker,177.8,185.42,35.68,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/e24c8aab497b4fe1,2021-08-28,8,4,4,0,0,3,3,4,0,0,-7.666666666666667,0.75,15.875,34.25,0.5375,18.125,37.125,0.125,0.375,0.33,0.0,0.0,18.375,12.125,28.875,2.0,2.5,1.75,2.875,13.0,30.125,2.25,3.375,0.625,0.75,Middleweight,2.7002296098042935,0.11406026978128558,0.21805958144463514,0.5608009643219243,-0.38580234712491623,-0.10559477282734109,-0.7799452289315367,-0.7072325706412511,-0.5657195537883997,-0.6946047932411846,-0.440292769467851,-0.8362581323015004,0.6019343400993503,0.4849450124458013,-0.5143930463652626,-0.6793523059332828,-0.42021893990138387,-0.10929943879132177,0.4118019789431531,0.4036712244819856,0.1430468663958215,0.2596622614006333,-0.7210795592502911,-0.7655566745390645,Striker,177.8,185.42,36.05,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/04e2d50c24a88dbd,2022-02-19,9,5,4,0,1,0,3,5,0,0,-7.666666666666667,0.7777777777777778,14.222222222222221,30.555555555555557,0.5888888888888889,16.22222222222222,33.111111111111114,0.1111111111111111,0.3333333333333333,0.33,0.0,0.0,16.444444444444443,10.88888888888889,25.77777777777778,1.7777777777777777,2.2222222222222223,1.5555555555555556,2.5555555555555554,11.666666666666666,26.88888888888889,2.0,3.0,0.5555555555555556,0.6666666666666666,Middleweight,2.8303876058720783,-0.19169220401513698,-0.11788027884753008,1.1427315364287487,-0.6495911389726552,-0.4400078999426201,-0.8126046303143339,-0.7474080845465412,-0.5657195537883997,-0.6946047932411846,-0.440292769467851,-0.8863630343360235,0.3037994560732561,0.15521638795916579,-0.622147153172763,-0.7792101126908972,-0.5200706136182225,-0.2398934512250657,0.15713560816707153,0.11161916429988161,-0.01816707943692166,0.07925645819163472,-0.7495103033235457,-0.7899568326854584,Sniper,177.8,185.42,36.53,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/5305049e4215d263,2023-01-14,10,5,5,0,0,1,3,5,0,0,-6.5,0.7,14.2,30.2,0.581,16.0,32.5,0.1,0.3,0.33,0.0,0.0,16.1,10.8,25.2,1.8,2.4,1.6,2.6,11.7,26.6,1.9,2.9,0.6,0.7,Middleweight,2.4659452168822797,-0.19580316164601325,-0.15021133307113718,1.0533973296837005,-0.6803985891154567,-0.4909220092612096,-0.8387321514205716,-0.779548495670773,-0.5657195537883997,-0.6946047932411846,-0.440292769467851,-0.895302613979593,0.28236054306463815,0.09370647415358696,-0.611371742492013,-0.715301116366024,-0.4972473739115165,-0.2217238494951534,0.16350226743647356,0.08554756407761663,-0.08265265777001898,0.03114824400256839,-0.7313146271166627,-0.7801967694269007,Sniper,177.8,185.42,37.43,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/e966de63c8e6b1d5,2023-10-07,11,6,5,0,1,0,3,6,0,0,-6.5,0.6363636363636364,13.727272727272727,28.90909090909091,0.579090909090909,16.545454545454547,32.18181818181818,0.09090909090909091,0.45454545454545453,0.165,0.0,0.0,31.727272727272727,10.363636363636363,24.09090909090909,1.9090909090909092,2.4545454545454546,1.4545454545454546,2.3636363636363638,10.818181818181818,25.0,2.3636363636363638,3.272727272727273,0.5454545454545454,0.6363636363636364,Middleweight,2.1677650804360806,-0.2832544421573811,-0.26759510380343704,1.0317786804201736,-0.6047803024013071,-0.5174310083279132,-0.8601092141438572,-0.6305338622766066,-1.1666579822164214,-0.6946047932411846,-0.440292769467851,-0.489718342232775,0.17711497011324034,-0.02436675199768119,-0.5584742718774218,-0.6956926743118015,-0.5719416129516453,-0.31835309505877724,-0.004924809599525637,-0.05884899099954395,0.21632593268343212,0.21046067870727017,-0.7536456842796555,-0.7988296174659653,Sniper,177.8,185.42,38.15,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/46fa8e79fe8a9539,2024-07-13,12,6,6,0,0,1,3,6,0,0,-6.5,0.5833333333333334,13.166666666666666,28.083333333333332,0.5608333333333333,15.75,31.083333333333332,0.08333333333333333,0.4166666666666667,0.165,0.08333333333333333,0.0,29.75,9.75,23.0,1.9166666666666667,2.5,1.5,2.5833333333333335,10.5,24.416666666666668,2.1666666666666665,3.0833333333333335,0.5,0.5833333333333334,Middleweight,1.9192816333975817,-0.38696269148175966,-0.342682140246047,0.8250288997650226,-0.7150569705261085,-0.6089501717724847,-0.8779234330799284,-0.667057056735961,-1.1666579822164214,-0.34815624726514643,-0.440292769467851,-0.5410357239110373,0.02911338315033761,-0.1405043514907317,-0.5548008364180752,-0.6793523059332828,-0.548599663251605,-0.22853745014387042,-0.06569746626199965,-0.11149356837142527,0.08930888445157369,0.11934663668252338,-0.7722548985821494,-0.8143569908318522,Sniper,177.8,185.42,38.92,,
Abdul Razak Alhassan,http://www.ufcstats.com/fight-details/a2a5809ed8a01b45,2025-01-11,13,6,7,0,0,2,3,6,0,0,-6.5,0.5384615384615384,13.923076923076923,28.23076923076923,0.5761538461538461,16.384615384615383,31.384615384615383,0.07692307692307693,0.38461538461538464,0.165,0.07692307692307693,0.0,29.53846153846154,10.76923076923077,23.53846153846154,1.7692307692307692,2.3076923076923075,1.3846153846153846,2.3846153846153846,9.692307692307692,22.53846153846154,2.3076923076923075,3.1538461538461537,1.9230769230769231,2.5384615384615383,Middleweight,1.70902640898039,-0.2470320182769327,-0.32927563338649846,0.9985192200147495,-0.6270780023298387,-0.5838491598356977,-0.8929970029489116,-0.6979612982015688,-1.1666579822164214,-0.37480613541714936,-0.440292769467851,-0.5465259124018151,0.2749393808693473,-0.08318002353582833,-0.6262915418961285,-0.7484846336885544,-0.607852304797861,-0.30977653480165096,-0.21996651778981838,-0.28099753727209836,0.18025008466491596,0.1532690954055828,-0.18964334311176217,-0.24189174201261082,Sniper,177.8,185.42,39.42,,
Abdul-Kareem Al-Selwady,http://www.ufcstats.com/fight-details/ba8f219260e212f8,2024-03-02,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,172.72,175.26,28.9,,
Abdul-Kareem Al-Selwady,http://www.ufcstats.com/fight-details/bbe0f3653de9f6a8,2026-03-21,1,0,1,0,0,1,0,0,0,0,,0.0,12.0,26.0,0.46,17.0,33.0,0.0,1.0,0.0,0.0,0.0,60.0,4.0,11.0,4.0,6.0,4.0,9.0,11.0,24.0,1.0,2.0,0.0,0.0,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,,,,,
Abdul-Kerim Edilov,http://www.ufcstats.com/fight-details/af5f287198f20eb4,2017-09-02,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Light Heavyweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,187.96,,25.77,,
Abel Trujillo,http://www.ufcstats.com/fight-details/37c732554828dcc3,2015-11-07,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,172.72,177.8,32.14,,
Abel Trujillo,http://www.ufcstats.com/fight-details/5337461354f23b98,2016-01-02,1,1,0,0,1,0,1,0,0,0,,0.0,0.0,0.0,,5.0,5.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,172.72,177.8,32.29,,
Abel Trujillo,http://www.ufcstats.com/fight-details/f457d55f78d581f9,2016-05-29,2,2,0,0,2,0,2,0,1,0,,0.0,2.0,5.5,0.36,4.5,8.0,0.0,1.0,0.0,0.5,0.0,9.5,1.0,4.0,1.0,1.5,0.0,0.0,1.5,5.0,0.5,0.5,0.0,0.0,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,172.72,177.8,32.7,,
Abel Trujillo,http://www.ufcstats.com/fight-details/94cecf4bd29793e1,2017-02-04,3,3,0,0,3,0,3,0,1,1,3.0,0.0,3.6666666666666665,11.0,0.33499999999999996,7.333333333333333,14.666666666666666,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,40.666666666666664,2.6666666666666665,9.333333333333334,1.0,1.6666666666666667,0.0,0.0,3.0,10.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,Lightweight,-0.8376820408314325,-2.2018775949205525,-2.0675997444998853,-1.498363721776759,-2.08903148107896,-2.28895872519904,-0.299360992744356,-0.1713970417431989,0.31988398584022393,0.847457474197808,-0.44271999241933024,-0.25677033071743904,-1.698116882911867,-1.7784995598081146,-1.3597859422467387,-1.2800767446065766,-1.4587057296796195,-1.4670622711717036,-1.7286811400326483,-1.7038812909850136,-1.0421345482303859,-1.0178922604121081,-0.9250943428952922,-0.9715359367519497,BJJ,172.72,177.8,33.38,,
Abel Trujillo,http://www.ufcstats.com/fight-details/9a1a57b0abcd4599,2017-12-16,4,3,1,0,0,1,3,0,1,1,3.0,0.0,3.5,11.25,0.30666666666666664,6.75,14.5,0.5,1.25,0.5,0.25,0.0,57.5,2.25,9.25,1.0,1.75,0.25,0.25,3.0,10.5,0.25,0.5,0.25,0.25,Lightweight,-0.8376820408314325,-2.229436178516482,-2.047787770270276,-1.8129403016599845,-2.1711258875083215,-2.3023816849417393,0.0683563431398351,0.06914703061731785,0.31988398584022393,0.4464896459852929,-0.44271999241933024,0.15203947154017824,-1.7952279778289986,-1.7866639935970727,-1.3597859422467387,-1.252935590600448,-1.3466525640867593,-1.3755322992916548,-1.7286811400326483,-1.6632511520918407,-1.0916728462783067,-1.0924163358114336,-0.9668924162300588,-0.9999867800226507,BJJ,172.72,177.8,34.25,,
Abner Lloveras,http://www.ufcstats.com/fight-details/b22dbe21c21060b9,2015-12-11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,180.34,,33.27,,
Abu Azaitar,http://www.ufcstats.com/fight-details/20bbf7e139c73e8d,2018-07-22,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,175.26,193.04,32.37,,
Abu Azaitar,http://www.ufcstats.com/fight-details/41622791b276ad9e,2021-03-27,1,1,0,0,1,0,1,0,0,1,7.0,0.0,25.0,66.0,0.37,48.0,91.0,0.0,0.0,,0.0,0.0,3.0,14.0,51.0,7.0,11.0,4.0,4.0,20.0,58.0,5.0,8.0,0.0,0.0,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,175.26,193.04,35.05,,
Abu Azaitar,http://www.ufcstats.com/fight-details/43de9ff6064361e1,2023-10-21,2,1,1,0,0,1,1,0,0,1,7.0,0.0,35.5,76.5,0.445,57.0,99.5,0.0,0.0,,0.0,0.0,41.5,13.0,46.5,18.0,25.0,4.5,5.0,24.0,62.0,11.5,14.5,0.0,0.0,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,175.26,193.04,37.62,,
Abubakar Nurmagomedov,http://www.ufcstats.com/fight-details/1af574c0814429ac,2019-11-09,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,180.34,182.88,29.99,0.0,2.0
Abubakar Nurmagomedov,http://www.ufcstats.com/fight-details/4b3af85b0df51d09,2021-03-27,1,0,1,0,0,1,0,0,0,0,,0.0,4.0,9.0,0.44,22.0,34.0,1.0,1.0,1.0,0.0,0.0,110.0,3.0,8.0,0.0,0.0,1.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,180.34,182.88,31.37,0.0,2.0
Abubakar Nurmagomedov,http://www.ufcstats.com/fight-details/cea6760d7bfbe19b,2022-10-22,2,1,1,0,1,0,1,0,0,1,9.0,0.0,13.5,25.5,0.49,22.5,38.0,0.5,1.0,0.5,0.0,0.0,58.5,7.5,19.5,3.5,3.5,2.5,2.5,13.0,24.5,0.5,1.0,0.0,0.0,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,180.34,182.88,32.94,13.0,2.0
