fighter,fight_url,event_date,career_fights_before,career_wins,career_losses,career_title_bouts,current_win_streak,current_lose_streak,longest_win_streak,career_win_by_ko,career_win_by_sub,career_win_by_dec,avg_scorecard_margin,career_avg_kd,career_avg_sig_str_landed,career_avg_sig_str_att,career_avg_sig_str_pct,career_avg_total_str_landed,career_avg_total_str_att,career_avg_td_landed,career_avg_td_att,career_avg_td_pct,career_avg_sub_att,career_avg_reversals,career_avg_ctrl_seconds,career_avg_head_landed,career_avg_head_att,career_avg_body_landed,career_avg_body_att,career_avg_leg_landed,career_avg_leg_att,career_avg_distance_landed,career_avg_distance_att,career_avg_clinch_landed,career_avg_clinch_att,career_avg_ground_landed,career_avg_ground_att,weight_class,std_career_avg_kd,std_career_avg_sig_str_landed,std_career_avg_sig_str_att,std_career_avg_sig_str_pct,std_career_avg_total_str_landed,std_career_avg_total_str_att,std_career_avg_td_landed,std_career_avg_td_att,std_career_avg_td_pct,std_career_avg_sub_att,std_career_avg_reversals,std_career_avg_ctrl_seconds,std_career_avg_head_landed,std_career_avg_head_att,std_career_avg_body_landed,std_career_avg_body_att,std_career_avg_leg_landed,std_career_avg_leg_att,std_career_avg_distance_landed,std_career_avg_distance_att,std_career_avg_clinch_landed,std_career_avg_clinch_att,std_career_avg_ground_landed,std_career_avg_ground_att,career_style,height_cms,reach_cms,age,fighter_rank_wc,fighter_rank_pfp
Gregory Rodrigues,http://www.ufcstats.com/fight-details/958522de54ccc536,2025-06-28,10,7,3,0,0,1,3,5,0,2,3.6666666666666665,0.6,24.0,43.3,0.5770000000000001,27.6,47.9,0.5,1.1,0.5471428571428572,0.0,0.0,61.8,17.7,35.4,5.1,6.3,1.2,1.6,17.8,35.2,3.3,4.4,2.9,3.7,Middleweight,1.9973764310382527,1.617129153570421,1.040985945979879,1.0081011121791705,0.9277503083387878,0.7921135455672389,0.10185860840398725,-0.008178628689205714,0.2251258238831096,-0.6946047932411846,-0.440292769467851,0.29077774324626743,1.9465561653586116,1.17959302941361,0.9887767435993678,0.6867024905108843,-0.7026565312718704,-0.6305398884181775,1.3286009137370467,0.8616790476173541,0.8201454388933427,0.7527714568385631,0.2103116165895306,0.0982089238432796,Wrestler,190.5,190.5,33.36,,
Gregory Rodrigues,http://www.ufcstats.com/fight-details/ebb012c5f3fd0cbb,2025-11-15,11,8,3,0,1,0,3,6,0,2,3.6666666666666665,0.6363636363636364,23.454545454545453,45.09090909090909,0.55,26.727272727272727,49.27272727272727,0.45454545454545453,1.0,0.5471428571428572,0.0,0.0,56.45454545454545,17.09090909090909,37.09090909090909,5.181818181818182,6.454545454545454,1.1818181818181819,1.5454545454545454,17.818181818181817,37.72727272727273,3.0,4.0,2.6363636363636362,3.3636363636363638,Middleweight,2.1677650804360806,1.5162238299034578,1.2038352617141268,0.702351644023585,0.8067610495961485,0.9064809415407312,-0.005026705212439932,-0.10459986206190171,0.2251258238831096,-0.6946047932411846,-0.440292769467851,0.15204385622641348,1.7996508864472858,1.359606308627839,1.0284498465603114,0.7422597429978479,-0.7119933111518865,-0.6528389450867061,1.3320736369749018,1.089759969841505,0.6266887038940511,0.5603386000822976,0.10237817363506574,-0.00027898722034669837,Wrestler,190.5,190.5,33.74,,
Gregory Rodrigues,http://www.ufcstats.com/fight-details/6a4738656c493ee9,2026-03-07,12,9,3,0,2,0,3,6,0,3,4.5,0.5833333333333334,23.166666666666668,44.25,0.5516666666666667,26.166666666666668,48.083333333333336,0.4166666666666667,1.0833333333333333,0.47875,0.0,0.0,51.75,16.666666666666668,36.083333333333336,5.333333333333333,6.666666666666667,1.1666666666666667,1.5,17.916666666666668,37.416666666666664,2.8333333333333335,3.75,2.4166666666666665,3.0833333333333335,Middleweight,1.9192816333975817,1.4629682424125612,1.127370481483579,0.7212250679838067,0.7290422549177173,0.807387778362816,-0.0940977998927958,-0.024248834251321856,-0.023964455432834528,-0.6946047932411846,-0.440292769467851,0.02994387912985834,1.6973288016334276,1.2523403313182853,1.1019185557472433,0.8185147954309356,-0.7197739610518998,-0.67142149231048,1.3508842211799539,1.061728441630503,0.5192127400055557,0.44006806460963194,0.012433637839678352,-0.08235224644003526,Wrestler,190.5,190.5,34.05,13.0,
Grigory Popov,http://www.ufcstats.com/fight-details/aa430402314b4459,2019-06-08,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,170.18,172.72,35.14,,
Grigory Popov,http://www.ufcstats.com/fight-details/f0418c2c989a5cde,2019-11-09,1,0,1,0,0,1,0,0,0,0,,0.0,24.0,67.0,0.35,24.0,67.0,0.0,0.0,,0.0,0.0,0.0,7.0,37.0,12.0,24.0,5.0,6.0,22.0,64.0,2.0,3.0,0.0,0.0,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,170.18,172.72,35.56,,
Guangyou Ning,http://www.ufcstats.com/fight-details/80551dceed42e7ab,2015-05-16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,162.56,162.56,33.42,5.0,
Guangyou Ning,http://www.ufcstats.com/fight-details/7ac1c2f87b795742,2015-11-28,1,1,0,0,1,0,1,1,0,0,,0.0,15.0,37.0,0.4,28.0,55.0,2.0,2.0,1.0,0.0,0.0,138.0,10.0,27.0,2.0,5.0,3.0,5.0,13.0,32.0,0.0,1.0,2.0,4.0,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,162.56,162.56,33.95,5.0,
Guangyou Ning,http://www.ufcstats.com/fight-details/2e209dc450b7ebe3,2016-11-26,2,1,1,0,0,1,1,1,0,0,-3.0,0.0,9.0,24.5,0.325,15.5,33.5,1.0,1.0,1.0,0.0,0.0,69.0,5.0,16.5,2.0,4.5,2.0,3.5,8.0,22.0,0.0,0.5,1.0,2.0,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,162.56,162.56,34.95,6.0,
Guido Cannetti,http://www.ufcstats.com/fight-details/f7ffa11d592f4092,2015-08-01,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,167.64,172.72,35.62,,
Guido Cannetti,http://www.ufcstats.com/fight-details/1bf1a6fc9c9acc26,2018-01-14,1,1,0,0,1,0,1,0,0,1,3.0,0.0,8.0,16.0,0.5,10.0,18.0,0.0,1.0,0.0,0.0,0.0,36.0,0.0,7.0,8.0,8.0,0.0,1.0,2.0,8.0,6.0,8.0,0.0,0.0,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,167.64,172.72,38.07,,
Guido Cannetti,http://www.ufcstats.com/fight-details/db8887f2085f7971,2018-05-19,2,1,1,0,0,1,1,0,0,1,3.0,0.0,13.5,27.5,0.49,16.0,30.0,0.5,1.5,0.25,0.0,0.0,61.0,6.0,18.0,6.0,7.5,1.5,2.0,5.5,18.5,5.5,6.5,2.5,2.5,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,167.64,172.72,38.41,,
Guido Cannetti,http://www.ufcstats.com/fight-details/b9a3b520e68f8142,2018-11-17,3,2,1,0,1,0,1,0,0,2,3.0,0.0,13.333333333333334,24.666666666666668,0.5533333333333333,19.0,31.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.0,0.0,93.0,7.0,16.666666666666668,4.666666666666667,6.0,1.6666666666666667,2.0,4.0,13.333333333333334,5.333333333333333,7.0,4.0,4.333333333333333,Bantamweight,-0.861086357402918,-0.6070623235220385,-1.0929445008768446,1.1775609457853795,-0.3860737215992501,-0.99838315323351,0.38095125560720894,0.413674420281076,-0.17594311007447622,-0.6967477025019823,-0.379925979954716,1.1650384008829173,-0.6127160497559185,-1.0862730283042166,0.5302882780893597,0.18874959635629374,-0.8293755449309393,-0.8583360928682,-1.6752132123166366,-1.5926078364280685,2.502568618151851,2.3566782651262024,0.7344952052036124,0.3558508684018102,Wrestler,167.64,172.72,38.91,,
Guido Cannetti,http://www.ufcstats.com/fight-details/467e08195b29e857,2020-03-07,4,2,2,0,0,1,1,0,0,2,3.0,0.0,15.25,27.25,0.5650000000000001,22.75,35.5,1.0,2.25,0.375,0.0,0.0,107.75,7.5,17.25,5.5,7.0,2.25,3.0,4.5,14.75,5.75,7.25,5.0,5.25,Bantamweight,-0.861086357402918,-0.28061576601762844,-0.8837929743287808,1.3146141206090374,0.12296987431866475,-0.6495138882780689,1.0025689577311763,0.9248740160639668,-0.03338473757826759,-0.6967477025019823,-0.379925979954716,1.5264585984115235,-0.5015242062379295,-1.0309612426095571,0.9551474099700838,0.5560720472016345,-0.5677408419300077,-0.5226831131743348,-1.5833136042027454,-1.47652481695417,2.7885474917193354,2.4845071473923754,1.120276540658642,0.6015737118432274,Wrestler,167.64,172.72,40.22,,
Guido Cannetti,http://www.ufcstats.com/fight-details/be4890f4aaadec28,2021-08-28,5,2,3,0,0,2,1,0,0,2,3.0,0.0,14.4,26.4,0.546,20.4,33.0,0.8,1.8,0.375,0.0,0.0,86.2,6.0,15.2,5.0,6.8,3.4,4.4,5.4,16.0,5.0,6.2,4.0,4.2,Bantamweight,-0.861086357402918,-0.4253877176065407,-0.9526105733865309,1.0914132358962236,-0.19603077912322875,-0.8433301465866473,0.629598336456796,0.5305200421743081,-0.03338473757826759,-0.6967477025019823,-0.379925979954716,0.9984175640561701,-0.8350997367918965,-1.2253426609079319,0.7002319308416494,0.48260755703256625,-0.05194671315674231,-0.05276894160292355,-1.417894309597741,-1.37409862330073,2.273785519297864,1.9476258418744485,0.7344952052036124,0.3201093639012405,Wrestler,167.64,172.72,41.69,,
Guido Cannetti,http://www.ufcstats.com/fight-details/b400c29fbeee0206,2022-03-12,6,2,4,0,0,3,1,0,0,2,1.0,0.0,16.5,28.166666666666668,0.5750000000000001,21.666666666666668,33.833333333333336,0.6666666666666666,1.5,0.375,0.0,0.16666666666666666,76.5,5.833333333333333,14.5,5.166666666666667,7.166666666666667,5.5,6.5,8.666666666666666,19.0,4.166666666666667,5.166666666666667,3.6666666666666665,4.0,Bantamweight,-0.861086357402918,-0.06771583721040442,-0.8095779165214032,1.4320882704578868,-0.024087164502066036,-0.7787247271504543,0.38095125560720894,0.2676173929145357,-0.03338473757826759,-0.6967477025019823,0.8773888895534591,0.7607378409356629,-0.8721636846312263,-1.2917168037415232,0.7852037572177943,0.617292455675858,0.889938217646612,0.6521023157541931,-0.8174835365869847,-1.128275758532474,1.7018277721628952,1.419266461840933,0.6059014267186025,0.2664971071503858,Wrestler,167.64,172.72,42.23,,
Guido Cannetti,http://www.ufcstats.com/fight-details/6c79db79da9ae874,2022-10-01,7,3,4,0,1,0,1,1,0,2,1.0,0.0,18.142857142857142,30.428571428571427,0.5828571428571429,22.571428571428573,35.285714285714285,0.5714285714285714,1.2857142857142858,0.375,0.0,0.14285714285714285,65.71428571428571,7.571428571428571,16.857142857142858,5.142857142857143,7.142857142857143,5.428571428571429,6.428571428571429,10.428571428571429,21.571428571428573,4.571428571428571,5.428571428571429,3.142857142857143,3.4285714285714284,Bantamweight,-0.861086357402918,0.21209549779337564,-0.6264498518019005,1.5243893881962676,0.09872970308447854,-0.6661267104188042,0.20334619785750405,0.0798297863004126,-0.03338473757826759,-0.6967477025019823,0.6977724796237197,0.4964547909268514,-0.48563965716393115,-1.0682120370569808,0.7730649248783451,0.6085466830366832,0.8579013152383347,0.628127102918917,-0.49364682228089146,-0.9175704458739689,1.9796358207713083,1.5531824337388287,0.4038254890993014,0.11331923071937249,Wrestler,167.64,172.72,42.78,,
Guido Cannetti,http://www.ufcstats.com/fight-details/2c58a97f2fe6c985,2023-03-11,8,4,4,0,2,0,2,1,1,2,1.0,0.0,16.875,28.25,0.5862499999999999,20.75,32.5,0.625,1.25,0.5,0.125,0.125,58.625,6.75,15.375,4.875,6.625,5.25,6.25,10.125,20.5,4.0,4.75,2.75,3.0,Bantamweight,-0.861086357402918,-0.0038458585682372096,-0.802831093084369,1.5642466890378408,-0.14852004350422315,-0.882093398248363,0.3032490428417131,0.04853185186472531,0.39429037991035804,-0.14553903075403932,0.5630601721764154,0.3227455676594706,-0.6683119715149131,-1.2087491251995341,0.6365030610595407,0.41832612813463166,0.7778090592176412,0.5681890708307268,-0.5494430129214684,-1.005364326148346,1.5874362227359013,1.2062183247306444,0.2522685358848255,-0.0015641766038874268,BJJ,167.64,172.72,43.23,,
Guilherme Pat,http://www.ufcstats.com/fight-details/ac56a1052c4c8f63,2025-12-13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Heavyweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,198.12,205.74,31.65,12.0,
Guilherme Pat,http://www.ufcstats.com/fight-details/0760bc02280574dd,2026-04-04,1,1,0,0,1,0,1,0,0,1,9.0,0.0,24.0,35.0,0.68,25.0,37.0,0.0,0.0,,0.0,0.0,3.0,19.0,29.0,3.0,4.0,2.0,2.0,23.0,34.0,1.0,1.0,0.0,0.0,Heavyweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,,,,13.0,
Gunnar Nelson,http://www.ufcstats.com/fight-details/4b997af9fb321123,2015-07-11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,180.34,182.88,26.95,15.0,
Gunnar Nelson,http://www.ufcstats.com/fight-details/8fe1859721e95ce3,2015-12-12,1,1,0,0,1,0,1,0,1,0,,1.0,6.0,8.0,0.75,20.0,24.0,0.0,0.0,,1.0,0.0,86.0,6.0,7.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1.0,2.0,2.0,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,180.34,182.88,27.37,12.0,
Gunnar Nelson,http://www.ufcstats.com/fight-details/03b9922d777e430c,2016-05-08,2,1,1,0,0,1,1,0,1,0,-14.0,0.5,3.5,5.0,0.625,12.0,15.0,0.5,0.5,1.0,0.5,0.0,75.5,3.5,4.5,0.0,0.5,0.0,0.0,2.0,2.5,0.0,0.5,1.5,2.0,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,180.34,182.88,27.78,15.0,
Gunnar Nelson,http://www.ufcstats.com/fight-details/7e6f91cbf8e93210,2017-03-18,3,2,1,0,1,0,1,0,2,0,-14.0,0.3333333333333333,9.0,13.666666666666666,0.63,17.0,22.666666666666668,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.0,96.66666666666667,8.0,12.0,1.0,1.6666666666666667,0.0,0.0,4.666666666666667,8.333333333333334,0.0,0.6666666666666666,4.333333333333333,4.666666666666667,Welterweight,0.7262227991230322,-1.3133251894556186,-1.888129429336126,1.9770962568323767,-0.6138419352414426,-1.6145741416467476,0.6819628730119982,-0.3575067433077922,2.0232979279406154,0.9438288246670886,-0.5453110449652812,1.1720303350760086,-0.38923775252873805,-1.5737876015385088,-1.2382111826105802,-1.2242368648077353,-1.5080887895902102,-1.531008428686028,-1.3407868875062496,-1.7623300736311969,-1.2824894471244892,-1.0519677254057795,1.024888516543177,0.5037804412061434,BJJ,180.34,182.88,28.64,9.0,
Gunnar Nelson,http://www.ufcstats.com/fight-details/8417a20d56fe6776,2017-07-16,4,3,1,0,2,0,2,0,3,0,-14.0,0.25,8.5,13.5,0.605,16.75,22.75,0.75,1.0,0.8333333333333334,0.25,0.0,116.5,7.5,12.0,1.0,1.5,0.0,0.0,4.0,8.25,0.25,0.75,4.25,4.5,Welterweight,0.3114544169299558,-1.4098764967953221,-1.902914289563733,1.6837275377101044,-0.6502823176101059,-1.6073037519366085,0.8890988720949093,0.007467835359529206,1.4205502954385139,0.5379458529834519,-0.5453110449652812,1.6555970480854743,-0.5225476547751614,-1.5737876015385088,-1.2382111826105802,-1.2869008290034234,-1.5080887895902102,-1.531008428686028,-1.4671356157492237,-1.7694384684461018,-1.1175693153927637,-1.0118278083424426,0.9863726517793603,0.44994620048242023,BJJ,180.34,182.88,28.97,8.0,
Gunnar Nelson,http://www.ufcstats.com/fight-details/3a42dd84680f444b,2018-12-08,5,3,2,0,0,1,2,0,3,0,-14.0,0.2,7.8,12.2,0.626,14.4,19.6,0.6,0.8,0.8333333333333334,0.2,0.0,93.2,6.8,10.8,0.8,1.2,0.2,0.2,4.2,8.0,0.2,0.6,3.4,3.6,Welterweight,0.06259338761410987,-1.545048327070907,-2.0182361993390687,1.930157261772813,-0.9928219118755406,-1.8821244829798698,0.5162540737456695,-0.21151691184086358,1.4205502954385139,0.2944160699732698,-0.5453110449652812,1.0875077499449424,-0.709181517920154,-1.7058193512709925,-1.3467646317860404,-1.3996959645556617,-1.4095204574020974,-1.4487996343164782,-1.4292309972763315,-1.7907636528908157,-1.1505533417391087,-1.084079659056449,0.59351083118843,0.15924130057431582,BJJ,180.34,182.88,30.36,14.0,
Gunnar Nelson,http://www.ufcstats.com/fight-details/e068f14acd47ed69,2019-03-16,6,4,2,0,1,0,2,0,4,0,-14.0,0.16666666666666666,6.833333333333333,10.5,0.6883333333333334,12.5,16.833333333333332,0.6666666666666666,1.3333333333333333,0.6875,0.16666666666666666,0.0,100.0,6.0,9.333333333333334,0.6666666666666666,1.0,0.16666666666666666,0.16666666666666666,3.6666666666666665,6.833333333333333,0.16666666666666666,0.5,3.0,3.1666666666666665,Welterweight,-0.10331396526312087,-1.7317141879276678,-2.1690417736606618,2.6616232681176784,-1.2697688178773816,-2.123501421356491,0.6819628730119982,0.37244241402685047,0.8931461169991748,0.13206288129981494,-0.5453110449652812,1.2533020515481876,-0.9224773615144314,-1.8671914898329176,-1.419133597903014,-1.4748927215904872,-1.425948512766783,-1.4625011000447368,-1.530309979870711,-1.890281180299481,-1.1725426926366722,-1.1322475595324533,0.4086346803221098,0.019272274692635805,BJJ,180.34,182.88,30.63,13.0,
Gunnar Nelson,http://www.ufcstats.com/fight-details/7410ac7e4e5acb74,2019-09-28,7,4,3,0,0,1,2,0,4,0,-9.0,0.14285714285714285,6.285714285714286,9.428571428571429,0.7328571428571429,11.571428571428571,15.428571428571429,0.8571428571428571,1.5714285714285714,0.682,0.14285714285714285,0.0,98.0,5.142857142857143,8.0,0.8571428571428571,1.1428571428571428,0.2857142857142857,0.2857142857142857,3.2857142857142856,6.0,0.42857142857142855,0.7142857142857143,2.5714285714285716,2.7142857142857144,Welterweight,-0.2218192173182856,-1.8374608578711527,-2.264087303695279,3.1840989869354392,-1.4051188095324165,-2.246059419327409,1.1554165852015092,0.6331385416463658,0.8732554451266057,0.01609631796163299,-0.5453110449652812,1.2045390216648801,-1.1510086225082998,-2.013893433980122,-1.3157493605930517,-1.4211807522798976,-1.367276886464335,-1.4135672938723858,-1.60250925315241,-1.9613651284485274,-0.9997692212986741,-1.0290306299410155,0.21055309010819545,-0.1268492358431838,BJJ,180.34,182.88,31.17,14.0,
Gunnar Nelson,http://www.ufcstats.com/fight-details/bcd1e1d71a172d53,2022-03-19,8,4,4,0,0,2,2,0,4,0,-7.0,0.125,6.375,9.875,0.7075,11.0,15.25,0.75,1.375,0.682,0.125,0.0,89.25,5.0,8.125,0.875,1.25,0.5,0.5,3.75,6.75,0.375,0.625,2.25,2.5,Welterweight,-0.31069815635965914,-1.8202195529890626,-2.2244849995141887,2.8865392861114203,-1.488411112089361,-2.261638825849136,0.8890988720949093,0.41806423636026574,0.8732554451266057,-0.07087860454200344,-0.5453110449652812,0.99120076592541,-1.189097166007278,-2.0001401267163215,-1.3060570883452427,-1.3808967752969554,-1.2616679591199285,-1.325486442762154,-1.514516388840339,-1.8973895751143854,-1.035109249526901,-1.072037683937448,0.061991897447759535,-0.19606468820225634,BJJ,180.34,182.88,33.64,14.0,
Gunnar Nelson,http://www.ufcstats.com/fight-details/019b4d006800504b,2023-03-18,9,5,4,0,1,0,2,0,4,1,-2.25,0.1111111111111111,8.333333333333334,12.0,0.7200000000000001,14.88888888888889,19.333333333333332,0.7777777777777778,1.3333333333333333,0.735,0.1111111111111111,0.0,93.22222222222223,6.777777777777778,10.11111111111111,1.0,1.3333333333333333,0.5555555555555556,0.5555555555555556,3.7777777777777777,6.888888888888889,0.3333333333333333,0.6666666666666666,4.222222222222222,4.444444444444445,Welterweight,-0.37982622005850525,-1.4420602659085566,-2.0359780316121974,3.033223645672557,-0.9215607196879324,-1.9053897300523155,0.9581442051225464,0.37244241402685047,1.0649291922622737,-0.13852576648927628,-0.5453110449652812,1.0880495613880903,-0.7151064024644396,-1.7816153557470482,-1.2382111826105802,-1.3495647931991115,-1.2342878668454529,-1.3026506665483903,-1.509251858496882,-1.8855422504228778,-1.0625959381488552,-1.0519677254057795,0.9735340301914215,0.43200145357451264,BJJ,180.34,182.88,34.64,14.0,
Gunnar Nelson,http://www.ufcstats.com/fight-details/96c6be6b22385967,2025-03-22,10,6,4,0,2,0,2,0,5,1,-2.25,0.1,8.5,11.9,0.7380000000000001,15.4,19.5,0.8,1.4,0.7014285714285714,0.2,0.0,103.2,6.9,10.0,1.1,1.4,0.5,0.5,3.5,6.4,0.5,0.8,4.5,4.7,Welterweight,-0.43512867101758207,-1.4098764967953221,-2.0448489477487617,3.244449123440593,-0.8470603824008875,-1.890848950632037,1.0133804715446562,0.44543732976031475,0.9435185977154218,0.2944160699732698,-0.5453110449652812,1.3313228993614796,-0.6825195374708692,-1.7938405177593153,-1.18393445802285,-1.3244992075208362,-1.2616679591199285,-1.325486442762154,-1.5618971619314543,-1.9272448333369852,-0.9526491836610382,-0.9877438581044404,1.1019202460708104,0.514547289350888,BJJ,180.34,182.88,36.65,14.0,
Guram Kutateladze,http://www.ufcstats.com/fight-details/e5279358b128c2ac,2020-10-17,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,180.34,182.88,28.77,,
Guram Kutateladze,http://www.ufcstats.com/fight-details/4e6218b6b892b017,2022-06-18,1,1,0,0,1,0,1,0,0,1,3.0,0.0,11.0,20.0,0.55,12.0,22.0,0.0,0.0,,0.0,0.0,0.0,1.0,6.0,6.0,10.0,4.0,4.0,9.0,18.0,0.0,0.0,2.0,2.0,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,180.34,182.88,30.44,,
Guram Kutateladze,http://www.ufcstats.com/fight-details/454265014520a3f8,2023-07-01,2,1,1,0,0,1,1,0,0,1,-1.0,0.0,18.5,41.5,0.48,19.5,43.5,0.5,1.0,0.5,0.0,0.0,8.5,7.0,25.0,7.0,10.5,4.5,6.0,14.5,36.5,3.0,4.0,1.0,1.0,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,180.34,182.88,31.48,,
Guram Kutateladze,http://www.ufcstats.com/fight-details/77df662671ce11c5,2024-08-03,3,1,2,0,0,2,1,0,0,1,-1.0,0.0,22.333333333333332,43.666666666666664,0.5266666666666667,24.0,46.0,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,21.666666666666668,10.333333333333334,26.666666666666668,8.0,12.0,4.0,5.0,15.666666666666666,34.333333333333336,6.0,8.0,0.6666666666666666,1.3333333333333333,Lightweight,-0.8376820408314325,0.8846837678235353,0.5211648881690735,0.62965431860977,0.25652298833137605,0.23455770642849808,-0.299360992744356,-0.4921224715572212,0.31988398584022393,-0.7564138386522528,-0.44271999241933024,-0.7181992164339575,0.08872726356335597,-0.08029733170486335,2.0692195416570436,2.085426352153406,0.33414491980614497,0.36353716642927175,0.5243147421792025,0.27345213514939193,2.326469719028246,2.261167057158222,-0.757902049556226,-0.6301258175035381,Striker,180.34,182.88,32.57,,
Guram Kutateladze,http://www.ufcstats.com/fight-details/265dbd9be8caa7de,2025-03-22,4,2,2,0,1,0,1,0,0,2,0.3333333333333333,0.0,17.5,36.0,0.4525,22.0,41.25,0.25,0.5,0.5,0.0,0.0,16.25,8.0,22.5,6.0,9.25,3.5,4.25,12.5,29.0,4.5,6.0,0.5,1.0,Lightweight,-0.8376820408314325,0.0854848435415842,-0.08640232153894732,-0.1937961404963218,-0.024943547997864277,-0.14799664623844247,-0.48321966068645145,-0.6524851864642324,0.31988398584022393,-0.7564138386522528,-0.44271999241933024,-0.8497469250812105,-0.4550948679725815,-0.4885190211527604,1.089503689113106,1.1897682699511525,0.11003858862042437,0.08894725078912546,-0.03893422837376011,-0.15993601304445051,1.434780354165667,1.3668781523663138,-0.841498196225759,-0.743929190586342,Striker,180.34,182.88,33.2,,
Gustavo Lopez,http://www.ufcstats.com/fight-details/05061dd590c9eb34,2020-06-13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Catch Weight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,165.1,170.18,30.96,15.0,
Gustavo Lopez,http://www.ufcstats.com/fight-details/cb720b01fd6f9785,2020-11-07,1,0,1,0,0,1,0,0,0,0,-13.0,0.0,4.0,20.0,0.2,25.0,47.0,0.0,0.0,,0.0,0.0,0.0,3.0,17.0,0.0,0.0,1.0,3.0,4.0,19.0,0.0,1.0,0.0,0.0,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,165.1,170.18,31.36,15.0,
Gustavo Lopez,http://www.ufcstats.com/fight-details/afc86d1076c4c3a9,2021-03-20,2,1,1,0,1,0,1,0,1,0,-13.0,0.0,15.0,31.5,0.4,29.0,48.5,1.0,1.5,0.66,0.5,0.0,33.0,10.0,25.0,4.5,5.0,0.5,1.5,9.5,23.0,2.5,4.0,3.0,4.5,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,165.1,170.18,31.73,15.0,
Gustavo Lopez,http://www.ufcstats.com/fight-details/178756c3cb23b884,2021-09-18,3,1,2,0,0,1,1,0,1,0,-13.0,0.0,14.0,30.666666666666668,0.4033333333333333,23.333333333333332,42.0,0.6666666666666666,1.0,0.66,0.3333333333333333,0.0,22.0,10.0,25.0,3.3333333333333335,4.333333333333333,0.6666666666666666,1.3333333333333333,10.333333333333334,25.0,1.6666666666666667,2.6666666666666665,2.0,3.0,Bantamweight,-0.861086357402918,-0.4935156948248524,-0.6071732134103737,-0.5845513019473597,0.20215443368367358,-0.14559161667576512,0.38095125560720894,-0.17055368918508507,0.941714530295799,0.7731420888258654,-0.379925979954716,-0.5746791601022381,0.05443501135201554,-0.2961046612376525,-0.1494863329197991,-0.4234544883859409,-1.2778921786468225,-1.0821047459974436,-0.5111515095406802,-0.6366300289959621,-0.014045469242011058,0.14097763917920186,-0.03706746570644664,-0.0015641766038874268,BJJ,165.1,170.18,32.23,15.0,
Hacran Dias,http://www.ufcstats.com/fight-details/72d6996a60856b5f,2015-06-27,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,172.72,175.26,31.03,14.0,
Hacran Dias,http://www.ufcstats.com/fight-details/43e416795dbd10e9,2016-04-16,1,1,0,0,1,0,1,0,0,1,3.0,0.0,12.0,25.0,0.48,15.0,28.0,1.0,1.0,1.0,0.0,0.0,48.0,3.0,16.0,4.0,4.0,5.0,5.0,12.0,25.0,0.0,0.0,0.0,0.0,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,172.72,175.26,31.83,10.0,
